"","x"
"1355","Puica se cunoaşte după creastă."
"1356","Porumbeii nu zboară fripţi în gură."
"1357","Se strânge ca melcul în coaja lui."
"1358","Şade pielea ursului în târg şi ursul în pădure."
"1359","Şarpele, când îl doare capul, iese la drum."
"1360","Şarpele cât de mult îl vei mângâia, el tot te va muşca."
"1361","Şarpele nu-şi arată niciodată coada înainte."
"1362","Şarpele se prinde cu mâna nebunului."
"1363","Şarpele până nu-l calci, nu te muşcă."
"1364","Şarpele până nu-l calci pe coadă, nu se-ntoarce să te muşte."
"1365","Şi câinele iese din iarnă, dar numai pielea lui ştie cum."
"1366","Şi cel mai tare stejar la topor se pleacă."
"1367","Şi cu porcul gras în bătătură, şi cu slănina-n pod, nu se poate."
"1368","Şi dintr-o iapă ursărească poate ieşi o dată un armăsar boieresc."
"1369","Şi lupul sătul şi mielul întreg nu se poate."
"1370","Tot cocoşul pe gunoiul lui cântă."
"1371","Toată fiara-şi are lupul ei."
"1372","Şoarecii şi fierul îl rod."
"1373","Şoarecelui nu-i lipseşte, că din vreme-şi grămădeşte."
"1374","Şi râma, când o calci, ridică capul să te muşte."
"1375","Şi porcul mănâncă jirul, dar nu se poate sui în fag după el."
"1376","Şi pisicii îi place peştele, dar când trece puntea închide ochii."
"1377","Şi o găină chioară scurmând găseşte câteodată mărgăritare."
"1378","Vierme se găseşte şi-n mormânt de piatră."
"1379","Şi măgarul se vinde tot în oborul armăsarilor."
"1380","Şi măgarul câteodată binişor şi el se poartă."
"1381","Şi măgarul are patru picioare, dar nu e cal."
"1382","Trăieşti cu lupii, urli ca lupii."
"1383","Ţânţarul crede că el duce carul."
"1384","Ţânţarul cu cântări te sărută."
"1385","Ţânţarul pişcă armăsarul."
"1386","Unde nu e iarbă verde, nu pasc oile."
"1387","Unde nu e pisică, şoarecii steag ridică."
"1388","Unde nu sunt boi, ieslele sunt curate."
"1389","Fier pe fier ascute."
"1390","Fiecare pai are umbra lui."
"1391","Din orice lemn nu se face bucium."
"1392","Salcia nu se face pe dealuri."
"1393","Vai de târla fără câini şi de casa fără stăpâni."
"1394","Vai de pasărea ce scapă din colivie şi cade în laţ!"
"1395","Vai de oaia ce nu-şi poate duce lâna!"
"1396","Vai de dobitoc când nu-l vede stăpânul."
"1397","Vaca ce dă cu piciorul în doniţă poate să nu fie lăptoasă."
"1398","Vaca bună din ocol se vinde."
"1399","Ursul nu joacă de bună voie."
"1400","Urâtă pasăre este aceea care îşi spurcă cuibul."
"1401","Unde umblă cârtiţa, i se cunosc urmele."
"1402","Omul la nevoie se prinde şi de ascuţişul săbiei."
"1403","Viespea după ce că miere nu face, mai şi împunge."
"1404","Vitei care treieră nu i se leagă gura."
"1405","Vitele se adapă cu apă şi oamenii cu vorbe adânci."
"1406","Viţel s-a născut, bou a murit."
"1407","Vrabia mălai visează şi leneşul praznic."
"1408","Vulpea a mâncat mierea, iar lupul trage durerea."
"1409","Vulpea bătrână nu se prinde cu păsăruicile mici."
"1410","Zăbala de argint nu face mai bun calul."
"1411","Vulturul când îi tai penele rămâne de batjocură."
"1412","Vulpea putere ca leul nu are, dar cu vicleniile ei întrece puterea leului."
"1413","Vulpea nu se teme de vânătorul care se laudă seara."
"1414","Vulpea moartă-n cale o vezi şi tot parcă nu o crezi."
"1415","Vulpea după moarte de cojocari are parte."
"1416","Vulpea, după ce a îmbătrânit, s-a făcut găinăriţă."
"1417","Vulpea când se prinde, se prinde de câte patru picioare."
"1418","Vulpea când n-ajunge la găini zice că sunt spânzurate."
"1419","Vulpea care doarme nu prinde găini."
"1420","Bine că nu a dat Dumnezeu omului mai multe guri!"
"1421","Ce drac mai mare, mai rău şi mai fără inimă decât omul?"
"1422","Dacă omul cade, îi piere şi umbra."
"1423","De-ar şti omul ce-ar păţi, nici din casă n-ar ieşi."
"1424","De la omul cinstit e destul un cuvânt."
"1425","Ferească Dumnezeu pe om de gura satului!"
"1426","Fericit omul care se mulţumeşte cu ceva mai puţin decât are."
"1427","Găsi om meşteşugos a-i ciopli obrazul gros."
"1428","La voie bună oamenii s-adună."
"1429","Om la om trage nădejde."
"1430","Omul alunecă lesne la vale."
"1431","Oamenii se cunosc după ochi."
"1432","Oamenii în sat nu întreabă de casa frumosului, dar de-a mintiosului."
"1433","Oamenii buni te învaţă să duci apă şi cu ciurul."
"1434","Nu întotdeauna e aşa cum vrea omul."
"1435","Mai bine să fii o dată om, decât de două ori nimic."
"1436","Omul are un dulce şi un amar."
"1437","Omul bătrân şi nebun, leagă-l de gard şi-i dă fân."
"1438","Omul blând fuge de gâlceavă."
"1439","Omul blând încape oriunde."
"1440","Omul bun nu are duşmani."
"1441","Omul calic şi fudul şi lui Dumnezeu îi este urât."
"1442","Omul calic şi obraznic merge nepoftit la praznic."
"1443","Omul ca oul, cum îl atingi îndată se sparge."
"1444","Omul caută leac unde simte că-l doare."
"1445","Omul, când e să se înece, se agaţă şi de un pai."
"1446","Omul, când îmbătrâneşte, copilăreşte."
"1447","Omul, când îşi pierde drumul, nu găseşte nici cărarea."
"1448","Omul dator de multe ori trebuie să mintă."
"1449","Omul cu pagubă e şi cu păcate."
"1450","Omul cu nădejde e tare ca oţelul."
"1451","Omul cuminte linişte aduce."
"1452","Omul cuminte îşi vede de treabă."
"1453","Omul cu meşteşug trăieşte din belşug."
"1454","Omul cu meşteşug nu piere."
"1455","Omul, cât îl laşi, atâta se întinde."
"1456","Omul, când se pricopseşte, la ai săi nu se gândeşte."
"1457","Omul, când se bolnăveşte, cel mai mic îi porunceşte."
"1458","Omul, când n-are ce lucra, îşi face de lucru."
"1459","Omul, dând peste nevoie, multe face fără voie."
"1460","Omul de ce-i place, de aceea se îngraşă."
"1461","Omul, de nimic nu se teme ca de bătaie."
"1462","Omul de omenie se află la greu."
"1463","Omul după grai, ca clopotul după sunet, îndată se cunoaşte."
"1464","Omul e ca un puţ cu apă: cu cât face mai mult bine, cu atât mai mult îi vine."
"1465","Omul e dator când nu e dator nimic."
"1466","Omul e dator să muncească, să nu-l găsească moartea şezând."
"1467","Omul e dator să-şi măsoare lungul nasului."
"1468","Omul este ca oaia: lesne se ia după altul."
"1469","Omul inimos ca un pom frumos: el te umbreşte, el te hrăneşte, el te încălzeşte."
"1470","Omul fricos totdeauna umblă cu gheata în sân."
"1471","Omul fără soţie e ca o casă pustie."
"1472","Omul fără muiere e ca un om fără cămaşă."
"1473","Omul fără duşmani e ca râul fără bolovani."
"1474","Omul fără boi e ca robul legat de mâini."
"1475","Omul fără amici e ca stânga fără dreapta."
"1476","Omul este tare ca fierul şi slab ca oul."
"1477","Omul este nesăţios: cu cât are, tot ar vrea să mai aibă."
"1478","Omul în lume cât trăieşte ca fusul se învârteşte, de aceea orice greşeală lesne de el se lipeşte."
"1479","Omul îşi schimbă mintea ca o haină-n toate zilele."
"1480","Omul nevoiaş se îneacă pe uscat."
"1481","Omul nu caută ce-i în inimă, ci ce-i în gură."
"1482","Omul nu iese cu dosul la oameni, ci cu obrazul."
"1483","Omul nu se pricopseşte până nu munceşte."
"1484","Omul şade lângă un gard şi tot mătură împrejur."
"1485","Omul se ţine de cuvânt şi boul de coarne."
"1486","Omul se deprinde cu răul ca viermele în hrean."
"1487","Omul se culcă unde-i moale."
"1488","Omul seamănă cu apa – dacă stă mult, se strică."
"1489","Nici salcia cerc de bute, nici nerodul om de frunte."
"1490","Bivolul nu se teme de purice."
"1491","Boul cu bivolul anevoie trag la jug."
"1492","Calul merge la iesle, nu ieslea la cal."
"1493","Calul bun se vinde din grajd."
"1494","Omul oricât trăieşte, învăţând se foloseşte."
"1495","Omul trage la om şi dobitocul la dobitoc."
"1496","Omul trage la teapă şi apoi la matcă."
"1497","Omul trăieşte cu speranţa."
"1498","Omului cu stăruinţă toate îi sunt cu putinţă."
"1499","Omului înţelept sfaturile-i sunt zadarnice."
"1500","Păcatele-s pe oameni, nu pe butuci."
"1501","Pe om în viaţă păţaniile-l învaţă."
"1502","Pe omul bun îl calcă şi vacile."
"1503","Tot omul, când e tânăr, e frumos."
"1504","Tot omul e dator să ţină o dată satul de vorbă."
"1505","Tot omul e împărat în casa lui."
"1506","Tot omul trăieşte pentru sine."
"1507","Muierea înţeleaptă e coroana bărbatului."
"1508","Muierea curată de miros te-mbată."
"1509","Muierea cu ochi frumoşi pe toţi îi face voioşi."
"1510","Femeia cinstită e soarele casei."
"1511","Femeia bună e plug de aur în casa omului."
"1512","Curăţenia este darul de căpetenie al femeii."
"1513","Bine este să asculţi şi sfatul unei neveste."
"1514","Lumea nu s-a făcut într-o zi."
"1515","Lumea nu-i numai cât se vede cu ochii."
"1516","Lumea nu-i cât se vede prin fereastră."
"1517","Lumea-i mare şi capăt n-are."
"1518","Gura lumii şi borta vântului nu poţi astupa."
"1519","Muierea tânără, ca vinul nou fierbe."
"1520","Nevasta nu e cârpă să o descoşi şi să o lepezi."
"1521","Nu toate femeile cu cheile în brâu sunt gospodine."
"1522","Buzele cele mute vorbesc pe tăcute."
"1523","Cască gura cât poţi înghiţi."
"1524","Cine n-are cap, să aibă picioare."
"1525","Doi ochi văd mai bine decât unul."
"1526","Duşmanul cel mai aproape omului este limba şi prietenul cel mai dulce tot ea."
"1527","Mai bine cu capul netuns decât cu el tăiat."
"1528","Limba când greşeşte, adevărul grăieşte."
"1529","E mai mare urechea cea pe care iese decât aceea pe care intră."
"1530","Gura tăcută nu umblă bătută."
"1531","Mâna care dă nu se muşcă."
"1532","Mâna omului tot către el trage."
"1533","Nu dorm toţi câţi au ochii închişi."
"1534","Ochii înţeleptului văd mai departe."
"1535","Pielea groasă greu se dubeşte."
"1536","Rabdă inimă şi taci, că tu toate mi le faci."
"1537","Rabdă inimă şi taci, ce-ai făcut să nu mai faci."
"1538","Stomacul plin nu învaţă bucuros."
"1539","Chelului nu-i trebuie apă multă."
"1540","Ce intră-n gură nu e păcat, ci ceea ce iese din gură, aceea e mare păcat."
"1541","Capul iscusit la vreme de nevoie se cunoaşte."
"1542","Capul fără griji cât un bostan creşte."
"1543","Capul cel tâmpit hodorogeşte ca un butoi dogit."
"1544","Burta omului n-are fereastră să se vadă ce e în ea."
"1545","Braţe multe aduc mai multă roadă."
"1546","Barba lasă să se ducă, capul să trăiască."
"1547","Cine are barbă, să-şi cumpere şi pieptene."
"1548","Cine scuipă în vânt, îşi scuipă barba."
"1549","Cireşele trec, dar obrazul rămâne."
"1550","Coada cap când ajunge crede că poate împunge."
"1551","Cu limba poţi face răul cel mai mare."
"1552","Dacă ai picioare, caută-le şi încălţare."
"1553","Degetele să-mi trăiască, inele se găsesc."
"1554","De multe ori ai gură şi n-ai limbă."
"1555","De multe ori limba taie mai rău decât sabia."
"1556","Din gură te unge şi din inimă te frige."
"1557","Din inimă rea, rău gând purcede."
"1558","Gura se satură, dar ochii niciodată."
"1559","Gura sacului o legi, dar a satului niciodată."
"1560","Gura priponeşte mâna."
"1561","Gura omului numai pământul o astupă."
"1562","Gura e ca apa şi vântul: greu se opreşte."
"1563","Gura desfrânată mai tare aleargă decât piatra din deal răsturnată."
"1564","Gura de om şi de câine caută aceeaşi pâine."
"1565","Gândul nebunului — la capătul pământului."
"1566","După gură, lingură."
"1567","După ce-ţi degeră urechea, degeaba mai pui căciulă."
"1568","Dintele când te doare, cu cleştele se domoale."
"1569","Gura vorbeşte adevărul şi minciuna."
"1570","Gura zice, vântul duce."
"1571","Gură multă, treabă puţină."
"1572","Inima sănătoasă este viaţa trupului."
"1573","I-a căzut inima în călcâi."
"1574","I-a făcut capul oboroacă."
"1575","Inima şi limba sunt de o palmă una de alta."
"1576","I se bate limba-n gură ca şi calicii la pomană."
"1577","I se face gura pungă."
"1578","Îi cere şi lui inima mere acre."
"1579","Îi crapă pielea de al dracului ce-i."
"1580","Îi e gura pusă la loc rău."
"1581","Îi joacă şoarecii-n călcâie."
"1582","Îi merge gura ca meliţa."
"1583","Îi merge gura ca o moară hodorogită."
"1584","Îi tremură mâinile de mult ce a dat de pomană."
"1585","Îi umblă gura ca o moară (stricată)."
"1586","Lesne e a învăţa, greu a face."
"1587","Întâi capul să gândească ş-apoi limba să vorbească."
"1588","Lui îi creşte barba şi sub dânsul iarba."
"1589","Limba scapă-n gură, spatele rămâne la măsură."
"1590","Limba rea este cuţit cu două tăişuri."
"1591","Limba oase n-are, dar oase sfărâmă."
"1592","Limba nu are oase, se îndoaie după gând."
"1593","Limba nebunului este o moară fără grăunţe."
"1594","Limba-i lucrează înaintea capului."
"1595","Limba e dulce ca mierea şi amară ca fierea."
"1596","Lesne a atârna tigva de coadă, dar anevoie a o purta."
"1597","Laudă-te gură, că alţii nu se-ndură."
"1598","Laudă-mă gură, că ţi-oi da friptură, că de nu mă-i lăuda, nici mâncare nu ţi-oi da."
"1599","La măseaua care te doare, te loveşte limba mai des."
"1600","Lacrimile moaie de multe ori şi pietrele."
"1601","La aşa obraz, aşa brici."
"1602","Lung în mână, scurt în vână."
"1603","Mai aproape-i pielea decât cămaşa."
"1604","Mai bine să cred ochii decât urechile."
"1605","Mai credincioşi ochii decât urechile."
"1606","Marea că e mare şi încă are fund, dar inima omului!"
"1607","Mâna altuia nu te scarpină cum îţi place."
"1608","Mâna delicată sapa nu poartă."
"1609","Multe mâini fac sarcina mai uşoară."
"1610","Nu e carne fără oase."
"1611","Nu pune degetul între ciocan şi nicovală."
"1612","Obrazului fără nas îi stă rău."
"1613","Ochii sperie, picioarele bucură."
"1614","Sub mănuşă stă ascunsă şi cea mai urâtă mână."
"1615","Stomacul cel tare şi pietre mistuieşte."
"1616","Se oblojeşte la nas, ca să-i treacă de deget."
"1617","Plini de barbă şi goi de minte."
"1618","Pe unde iese graiul, iasă şi sufletul."
"1619","Pe cap bun stă bine şi o căciulă ruptă."
"1620","Pântecele se umple şi cu paie şi cu fân."
"1621","Pântecele se satură, dar ochii — niciodată."
"1622","Părul când albeşte, inima se topeşte."
"1623","Parcă se bat calicii la gura lui."
"1624","Orice fir de păr îşi are umbra lui."
"1625","O mână spală pe alta şi amândouă — obrazul."
"1626","Ochii văd, inima cere, dar e rău când n-ai putere."
"1627","Şi-a făcut nasul mătură."
"1628","Şi capul de împărat tot cu sabia e tăiat."
"1629","Şi nasul miroase florile cele mai frumoase şi din el iese zeama cea mai urâtă."
"1630","Taci, limbă, că nu te doare capul."
"1631","Tot obrazul îşi are necazul."
"1632","Ţine capul jos, dar inima sus."
"1633","Un picior sănătos e mai cu putinţă decât două catalige."
"1634","Vai de picioarele care poartă cap nebun."
"1635","Zicând numai: ""miere"", gura nu se face dulce."
"1636","Bani au mulţi, însă cinste n-au toţi."
"1637","Cinstea cu ruşinea nu pot sta împreună."
"1638","Cinstea fără bani e sărăcie goală."
"1639","Hoţul îşi bate joc de cinste, dar la nevoie o cerşeşte."
"1640","Cinstea şi hărnicia: iată omenia."
"1641","Cinstea se câştigă prin muncă şi fapte bune."
"1642","Cinstea se adună greu, dar se risipeşte uşor."
"1643","Cinstea preţ n-are, fericit e cel ce-o are."
"1644","Cinstea odată pierdută, greu se capătă iară."
"1645","Cinstea e răsplata muncii."
"1646","Cinstea-i cum şi-o face omul."
"1647","Acela-i mai sărac, care n-are învăţătură."
"1648","A învăţa înseamnă a munci."
